id	name	brand	discount_price	price	rating	num_reviews	quantity_sold
721995	Macbook Air 2017 MQD32 (13 inch) - Hàng Chính Hãng	Apple	18699000	24750000	4.6	125	316
10143147	Bộ Kích Sóng Wifi Repeater 300Mbps TP-Link TL-WA854RE - Hàng Chính Hãng	TP-Link	211600	380000	4.5	59	2627
50086320	Màn Hình Gaming Samsung LS27R350FHEXXV 27 inch FullHD (1920x1080) 5ms 75Hz IPS AMD Radeon FreeSync - Hàng Chính Hãng	Samsung	4580000	5990000	4.7	21	53
74573141	Bộ Phát Wifi TP-Link Archer AX10 Wifi 6 1500Mbps - Hàng Chính Hãng	TP-Link	1490000	3299000	4.8	50	130
502088	USB 3.0 SanDisk Ultra Flair CZ73 16GB - Hàng Chính Hãng	SanDisk	104500	310000	4.7	70	459
74547151	Bộ Phát Wifi TP-Link Archer C24 Băng Tần Kép AC750 - Hàng Chính Hãng	TP-Link	399000	699000	4.7	179	503
356387	Ổ Cứng Di Động WD Elements 1TB 2.5 USB 3.0 - WDBUZG0010BBK - Hàng Chính Hãng	WD	1395000	1590000	4.6	690	8329
8315121	Dây Mạng Bấm Sẵn 2 Đầu CAT5  10 Mét (màu ngẫu nhiên)	OEM	30500	150000	4.6	23	123
60050735	Máy in laser đen trắng HP 107A (4ZB77A) - Hàng Chính Hãng	HP	2540000	2750000	4.5	24	65
704169	Màn Hình LG 24MP88HV-S 24inch FullHD 5ms 60Hz IPS Speaker - Hàng Chính Hãng	LG	4470000	4890000	4.5	156	938
4210927	Màn Hình Dell P2419H 24inch FullHD 8ms 60Hz IPS - Hàng Chính Hãng	Dell	4775000	6490000	4.7	71	332
26691653	USB SanDisk Ultra Luxe USB 3.1 Flash Drive | SDCZ74-032G-G46 | USB3.1 | Hàng Chính Hãng	SanDisk	152000	329000	4.6	32	188
50085665	Màn Hình Gaming Samsung LS22R350FHEXXV 22'' FullHD (1920x1080) 5ms 75Hz IPS AMD Radeon FreeSync - Hàng Chính Hãng	Samsung	3450000	3990000	4.6	40	198
54021947	Thiết Bị Kích Sóng Wifi Xiaomi Pro Hàng Chính Hãng	Xiaomi	245000	439000	4.6	14	56
51845073	Máy In Laser Trắng Đen Đa Năng HP LaserJet Pro MFP 135w (In/Copy/Scan/Wifi)_4ZB83A - Hàng Chính Hãng	HP	3390000	3490000	4.6	38	92
49729824	Màn Hình Samsung LU28R550UQEXXV 28'' UHD 4K (3840×2160) 4ms 60Hz IPS AMD FreeSync - Hàng Chính Hãng	Samsung	7990000	11819000	4.3	31	88
24255305	Dây Cáp Mạng đầu CAT5 Bấm Sẵn 2	OEM	49000	50000	4.6	88	423
416613	TP-Link  TL-WR841N - Router Wifi Chuẩn N Tốc Độ 300Mbps - Hàng Chính Hãng	TP-Link	289000	359000	4.5	695	12775
78496225	Màn Hình Dell S2721HN 27inch FHD (1920x1080) 4ms 75Hx IPS 300nits/HDMI+Audio/AMD FreeSync - Hàng Chính Hãng	Dell	4990000	5990000	5	12	30
455445	Bộ Kích Sóng Wifi Repeater 300Mbps TP-Link TL-WA850RE - Hàng Chính Hãng	TP-Link	238000	429000	4.3	541	8466
465219	Thiết Bị Phát Wifi Di Động 4G LTE-Advanced TP-Link M7350 V5 150Mbps - Hàng Chính Hãng	TP-Link	1385000	1890000	4.3	42	810
108402189	Kích sóng wifi tốc độ cao 4 râu 300M PIX LINK LV-WR09 thiết bị kích sóng phủ rộng giải pháp cho mạng yếu, kết nối đến 50M cực nhanh, cài đặt dễ dàng - Hàng chính hãng	PIX-LINK	343000	419000	4.7	20	36
57268501	Màn Hình Chuyên Đồ Họa Asus ProArt PA248QV 24.1'' Tỉ lệ 16:10 WUXGA (1920 x 1200) 5ms/ 75Hz/ IPS/ 100% sRGB/ 100% Rec.709/ Color Accuracy ΔE < 2/ Stereo Speaker (2Wx2) - Hàng Chính Hãng	Asus	5420000	5590000	4.7	51	128
491362	Bộ Phát Wifi 4G LTE TP-Link TL-MR6400 Chuẩn N 300Mbps - Hàng Chính Hãng	TP-Link	1299000	2799000	4.7	36	133
6909331	Bộ Kích Sóng Wifi Repeater Băng Tần Kép AC750 TP-Link RE200 - Hàng Chính Hãng	TP-Link	399000	499000	4	8	20
53704413	Hộp mực máy in Canon LBP 2900, 3000	OEM	120000	190000	4.6	310	1845
456510	TP-Link TL-SF1008D - Bộ Chia Tín Hiệu Để Bàn 8 cổng 10/100Mbps - Hàng Chính Hãng	TP-Link	147000	170000	4.7	162	1623
53254176	Mực in Canon 2900 - Hộp mực 12A	OEM	150000	250000	5	3	15
49728912	Ổ Cứng Di Dộng HDD WD My Passport 1TB 2.5" USB 3.2 WDBYVG0010B - Hàng Chính Hãng	WD	1490000	1690000	4.8	213	670
6398873	Dây mạng bấm sẵn 2 đầu Cat6 UTP Patch Cords dài 1M UGREEN NW102 11201 - Hàng Chính Hãng	UGREEN	40000	60000	5	24	351
54889013	Màn hình máy tính ViewSonic VX2476-SH 23.8 inch FHD 75Hz - Hàng Chính Hãng	Viewsonic	3990000	3990000	0	0	0
67619329	KEO Tản Nhiệt Cooler Master Mastergel Pro V2 - Hàng Chính Hãng	Cooler Master	109000	299000	4.8	105	324
416625	Router Wifi Chuẩn N 300Mbps TP-Link TL-WR840N - Hàng Chính Hãng	TP-Link	234000	329000	4.7	377	4246
26689717	USB SanDisk Ultra Luxe USB 3.1 Flash Drive | CZ74 16GB | USB3.1 | Hàng Chính Hãng	SanDisk	135000	269000	4.5	2	56
56697301	Bộ phát Wifi Di Động 4G Huawei E5576 4G 150Mbps - Hàng Chính Hãng	Huawei	888000	1500000	4.8	110	311
58533785	Ổ cứng SSD 120Gb EEKOO Sata III, 6 Gb/s, 2"5 Inch - Màu Đen - Công nghệ 3D MLC NAND - Hàng Chính Hãng	EEKOO	414000	499000	4.8	30	106
66730238	Đèn treo màn hình bảo vệ mắt Baseus i-Work Series (3 Light Mode, Anti Bluelight, USB Stepless Dimming Screen Hanging Light, New Model) - DGIWK-B02 - Hàng chính hãng - Đen	Baseus	438000	690000	4.7	28	70
55576273	Dây cáp mạng Cat6 UTP Vention, dạng dẹt - độ dài 1m-15m dùng cho máy tính, laptop - Hàng chính hãng	Vention	30000	57500	4.8	62	187
12404601	Bộ Phát Wifi Mesh TP-Link Deco M4 (3-pack)  Băng Tần Kép MU-MIMO AC1200 - Hàng Chính Hãng	TP-Link	3090000	5790000	4.8	303	1361
561879	Kaspersky Internet Security Cho 1 Máy Tính - KIS1U - Hàng chính hãng	Kaspersky	284000	300000	0	0	1
416990	TP-Link  TL-WN722N - USB Wifi (high gain) tốc độ 150Mbps - Hàng Chính Hãng	TP-Link	161100	230000	4.7	538	5523
2121583	Sạc Dành Cho Laptop DELL 19.5V - 4.62A (90W)	OEM	148000	250000	4.6	53	256
44224953	Màn Hình Máy Tính Cong Full Viền 24inch 75Hz 	OEM	2690000	2800000	4.2	134	662
66930382	TOTOLINK - A720R - Router băng tần kép AC1200 - Hàng chính hãng	TOTOLINK	340000	459000	5	86	227
16667097	Hộp mực dành cho máy in canon Lbp 6030/ 6030w ( Nhập khẩu mới 100%)	OEM	122000	190000	4.7	177	1153
22883541	Đầu Nối Dây Mạng RJ45 chia 1 ra 2	OEM	13000	50000	3.9	51	209
35920722	Bộ Phát Wifi Mesh Băng Tần Kép TP-Link Deco E4 AC1200 MU-MIMO (3-pack) - Hàng Chính Hãng	TP-Link	2019000	2760000	4.8	76	225
518679	Màn Hình Samsung LS24F350FHEXXV 24inch FullHD 5ms 60Hz FreeSync PLS - Hàng Chính Hãng	Samsung	3430000	3659000	5	21	147
20637413	Hộp mực máy in 2900, 303 in đẹp, nhập khẩu mới. Là Cartridge, catrich, toner dùng cho máy in Canon LBP 2900, 3000	OEM	125000	156000	4.7	124	885
74857633	Bộ Mở Rộng Sóng Wifi TP-Link RE205 Băng Tần Kép AC750 - Hàng Chính Hãng	TP-Link	555000	799000	4.6	43	129
311788	Hộp Đựng Ổ Cứng Di Động HDD Box ORICO USB3.0/2.5 - 2588US3 Nhựa Cứng - Hàng Chính Hãng	Orico 	169000	189000	4.7	235	2146
54875165	Màn hình Dell U2520D (25 inch/2K/IPS/60Hz/5ms/350 nits/HDMI+DP+USB-C) - Hàng Chính Hãng	Dell	9490000	9990000	4.7	58	144
17952606	Màn Hình Samsung 34" LS34J550WQEXXV LED - Hàng Chính Hãng	Samsung	9990000	12619000	4.3	4	24
15270539	Bộ Thu Wifi TP-Link Archer T3U AC1300Mbps - Hàng Chính Hãng	TP-Link	340000	599000	4.5	12	73
19701154	USB THU WIFI CHO MÁY TÍNH	OEM	67000	200000	4	86	512
459733	Brother TN-2385 Toner Mực Cho Máy In HL-L2321D, HL-2361DN, HL-2366DW, MFC-L2701D, MFC-L2701DW - Hàng Chính Hãng	Brother	440000	500000	4.7	290	1794
44984825	Router Wifi Asus RT-AC1500UHP Băng Tần Kép MU-MIMO - Hàng Chính Hãng	Asus	1690000	1890000	0	0	2
49626554	Usb Dcom 3G 4G  Huawei E3531 21,6Mb - Chạy Bộ Cài Chuẩn Mobille Partner, Hỗ Trợ Đổi IP+ Chạy Đa Mạng- Hàng chính hãng	Huawei	389999	1000000	3.9	67	448
67437491	Màn hình máy tính Dell E2420H ( 23.8 inch/ Full HD/ 60 Hz/ 8 ms ) - Hàng Chính Hãng	Dell	4050000	4590000	4.8	17	53
50375507	Bộ định tuyến Wifi Router Xiaomi Mi 4C - Hàng chính hãng	Xiaomi	315000	499000	4.7	27	66
8608925	Hộp mực dành cho máy in Laser Brother HL-L2321D.	OEM	129000	250000	4.5	143	1170
14293641	Dây Mạng Lan 30 MÉT Đúc Sẵn 2 Đầu Hạt Mạng	OEM	99000	400000	4.3	136	678
582268	Totolink N600R - Router Wifi Chuẩn N 600Mbps - Hàng Chính Hãng	TOTOLINK	390000	499000	4.3	239	2935
14033602	Ổ Cứng Di Động HDD Seagate Backup Plus Slim 1TB 2.5" USB 3.0 (2019) - Hàng Chính Hãng	Seagate	1390000	1790000	4.8	82	325
8157792	Máy In Ảnh Mini Bỏ Túi Canon Mini Photo Printer PV-123 - Hàng Chính Hãng	Canon	1477900	3300000	4	27	193
16308170	Hộp mực 48A cho máy in HP LaserJet Pro M15a, M28a, M28w	OEM	135000	740000	4.8	18	48
74162456	Bộ Phát Wifi TP-Link Archer C80 Băng Tần Kép MU-MIMO AC1900 - Hàng Chính Hãng	TP-Link	1199000	2799000	5	42	103
4953367	USB SanDisk CZ600 32GB - USB 3.0 - Hàng Chính Hãng	SanDisk	116000	170000	5	84	446
7857797	Khay Ổ Cứng Caddy Bay 9.5mm Siêu Mỏng (Gắn Ổ Cứng Thay Ổ Quang Laptop)	OEM	49000	180000	4.7	208	649
111717733	Màn Hình Thông Minh Smart Monitor Samsung LS27AM501NEXXV 27inch/Full HD (1920x1080) 8ms/60Hz/VA/Tích Hợp Loa/Hệ Điều Hành Tizen - Hàng Chính Hãng	Samsung	6249000	7990000	5	3	16
456521	TP-Link  Archer C20 - Router Băng Tần Kép Không Dây AC750 - Hàng Chính Hãng	TP-Link	384000	730000	4.5	216	2664
14233958	Dây Mạng Lan 25 MÉT Đúc Sẵn 2 Đầu Hạt Mạng	OEM	44000	300000	4.8	30	161
7458771	Hộp mực dùng cho máy in HP 1102 ( 85A)	OEM	125000	190000	4.7	148	888
618461	Ổ Cứng SSD Kingston A400 (120GB) - Hàng Chính Hãng	Kingston	679000	1400000	4.6	724	5688
65948026	Bộ máy tính để bàn chơi GAME VietTech (Sản phẩm trọn bộ )- Hàng nhập khẩu	VietTech	7565000	7590000	5	13	19
41446843	Bộ Dụng Cụ Thi Công Mạng (Kìm Mạng + Bộ Test Mạng + 100 Hạt mạng RJ45)	OEM	113500	250000	4.6	111	377
72487168	USB 2.0 SanDisk CZ33 Cruzer Fit Flash Drive (SDCZ33-G35) - Hàng Chính hãng	SanDisk	88000	150000	5	117	497
23912491	Màn Hình Cong Gaming Samsung LC27RG50FQE 27 inch 1500R Curved Screen Full HD (1920 x 1080) 4ms 240Hz G-sync VA - Hàng Chính Hãng 	Samsung	6390000	9519000	4.7	23	60
561957	Kaspersky Anti Virus Cho 1 Máy Tính - KAV1U - Hàng chính hãng	Kaspersky	169000	180000	4.5	2	7
108590741	Máy in Brother HL-L2321D- hàng chính hãng	Brother	3330000	3400000	5	10	26
31837271	Dây mạng bấm sẵn 2 đầu Cat 5e dài 5 mét	OEM	12500	75000	4.5	38	149
456497	TP-Link  TL-SG1005D - Switch 5 Cổng Gigabit Desktop - Hàng Chính Hãng	TP-Link	319000	410000	5	9	74
511960	Bộ Kích Sóng Wifi Repeater 300Mbps TP-Link TL-WA855RE -  Hàng Chính Hãng	TP-Link	271000	529000	4.5	93	477
10307879	Màn hình Dell UltraSharp U2719D 2K 27 inch - Hàng Chính Hãng	Dell	10290000	10990000	4.7	45	223
20393324	Đầu Nối Dây Mạng RJ45 ( 5 Cái )	OEM	25000	30000	4.5	21	98
22021194	Sạc dành cho Laptop Asus 19v-3.42a	OEM	120000	230000	4.8	6	53
37666056	Sạc Dành Cho Macbook Air Năm 2012 Trở Lên	OEM	440000	600000	3.6	9	58
75590201	Router Wifi 6 băng tần 2,4/5Ghz TP-Link Archer AX10 - Hàng Chính Hãng	TP-Link	1350000	3790000	5	6	16
511996	Bộ Phát Wifi Router 4G LTE Băng Tần Kép AC750 TP-Link Archer MR200 - Hàng Chính Hãng	TP-Link	1450000	3190000	4	1	20
76030024	Bộ Chuyển Đổi USB Wifi TP-Link Archer T2U Nano Băng Tần Kép AC600 - Hàng Chính Hãng	TP-Link	259000	329000	4.7	134	536
76283023	Ổ Cứng gắn trong SSD Samsung 870 EVO 2.5 inch sata III - Hàng Nhập Khẩu	Samsung	1892000	2640000	4.8	191	482
67861239	Sạc dành cho laptop Asus 19V-3.42A - Vuông - Chân nhỏ 65W	OEM	239000	450000	4.6	20	46
50604092	Màn Hình Máy Tính AOC 27V2Q 27'' FHD (1920x1082) 5ms 75Hz IPS AMD FreeSync - Hàng Chính Hãng	AOC	4150000	4350000	4.5	27	68
91272591	Giá Treo Màn Hình Máy Tính North Bayou H100 Lắp Cho Màn Hình Từ 22 inch - 35 inch Nhập Khẩu	North Bayou	759000	871000	0	0	1
51987865	Hộp mực 48A cho máy in HP M15a, M15w, M28a, M28w,...CF 248A	OEM	162000	355000	4.3	66	325
57269938	Màn Hình Chuyên Đồ Họa Asus ProArt PA278QV 27'' WQHD (2560 x 1440) 5ms/75Hz/IPS/100% sRGB/100% Rec.709/Color Accuracy ΔE < 2/Stereo Speaker (2Wx2) - Hàng Chính Hãng	Asus	8935000	9590000	4.5	31	73
24448044	Bộ Máy Tính Để Bàn Dell Optiplex  ( Core i5 - 3570/ 8gb / SSD 256GB ) Và Màn Hình KINGVIEW 22' inch - Tặng Ngay Bàn Phím Chuột Không Dây - Hàng Nhập Khẩu	Dell	6590000	9000000	3.9	39	118
15445767	Bộ 3 Cái Phát Wifi Dạng Lưới Mesh Tenda Nova MW3 AC1200 - Hàng Nhập Khẩu	Tenda	1359000	2499000	4.5	79	355
566867	TotoLink N200RE-V3 - Bộ Phát Wifi Chuẩn N Tốc Độ 300Mbps - Hàng Chính Hãng	TOTOLINK	223000	247000	5	1	4
75995177	TP-Link M7000 | Bộ Phát Wi-Fi Di Động 4G LTE 150Mbps | Chính Hãng	TP-Link	820000	1250000	4.5	45	124
12404568	Bộ Phát Wifi TP-Link TL-WR820N Chuẩn N 300Mbps - Hàng Chính Hãng	TP-Link	214800	299000	4.5	88	729
26218953	Dây mạng bấm sẵn 2 đầu cat5e 10M (màu ngẫu nhiên)	OEM	30500	31900	4.6	67	274
52373199	Hộp mực in 337 dùng cho máy in Canon MF211, MF221D, LBP252DW, MF215, MF241D,... - CRG 337	OEM	109000	225000	4.5	19	97
88213620	Apple Mac Mini 2020 M1 (Apple M1/ 16GB/ 256GB) - Z12N000B8 - Hàng Chính Hãng	Apple	22499000	24990000	5	12	20
456525	Bộ Chuyển Đổi USB Wifi TP-Link Archer T4U Băng Tần Kép MU-MIMO AC1300 - Hàng Chính Hãng	TP-Link	450000	799000	4.7	19	127
56248606	USB Thu WIFI TP-Link TL-WN725N (Đen) - Hàng Chính Hãng	TP-Link	139000	190000	4.5	24	148
56606226	Bộ Phát Wifi Chuẩn AC1200 Tenda AC5 Màu Trắng Tặng Cáp Mạng Dây Đồng 8 Sợi Dài 2 mét - Hàng Chính Hãng	Tenda	374000	780000	4.7	49	123
81521510	Ổ cứng SSD Samsung 980 PCIe 3.0 NVMe M.2 - Hàng Chính Hãng	Samsung	3790000	4990000	5	21	59
32246331	Hộp mực TN 2385, TN 2325 dùng cho máy in Brother HL-L2321D, HL-2361DN, HL-2366DW, MFC-L2701D, MFC-L2701DW (hàng nhập khẩu 100%)	OEM	118000	200000	5	2	2
94156607	Màn hình máy tính LG 29WP60G-B 29 inch UltraWide FHD HDR IPS -Hàng Chính Hãng	LG	6990000	7090000	5	3	5
14069330	Dây Cáp Mạng Internet CAT6 RJ45 Ethernet MECK (2m)	MECK	66000	99000	4.8	110	1709
51352620	Bộ thu phát không dây Usb bluetooth 5.0 dùng cho máy tính laptop  D558	OEM	52000	180000	3.8	42	245
4953357	USB SanDisk CZ71 Cruzer Force 64GB - USB 2.0  - Hàng Chính Hãng	SanDisk	190000	699000	4.7	25	71
43921961	Sạc Dành Cho Macbook Pro Năm 2012 đến 2017 15Inch, 17Inch, Retina	OEM	600000	600000	4.8	6	33
78020993	Bộ Phát Wifi Mercusys MW301R Chuẩn N 300Mbps - Hàng Chính Hãng	Mercusys	199000	299000	4.3	32	80
94091602	Màn hình máy tính LCD Dell Monitor S2421H 23.8 inch 1920x1080 75hz HDMI x 2 - Hàng chính hãng	Dell	4100000	4390000	5	4	15
75984409	Màn Hình Thông Minh Smart Monitor Samsung LS32AM700UEXXV 32inch/UHD 4K (3840x2160) 8ms/60Hz/VA/Tích Hợp Loa/Hệ Điều Hành Tizen - Hàng Chính Hãng	Samsung	11490000	12189000	5	8	15
74547194	Bộ Phát Wifi Di Động 3G/4G TP-Link M7000 - Hàng Chính Hãng	TP-Link	999000	1399000	4.2	57	121
447634	USB SanDisk 3.0 Ultra CZ48 32GB - Hàng Chính Hãng	SanDisk	125000	400000	4.3	27	482
6539103	Router Wifi Băng Tần Kép TP-Link Archer C6 Gigabit AC1200 MU-MIMO - Hàng Chính Hãng	TP-Link	1169000	1399000	3.7	3	17
6711831	Hộp mực máy in canon Lbp 6030/ 6030w	OEM	128000	190000	4.6	156	1252
25206026	Bộ Phát Wifi Mesh TP-Link Deco E4 (2-pack) Băng Tần Kép MU-MIMO AC1200 - Hàng Chính Hãng	TP-Link	1320000	1999000	5	53	168
17620717	Hộp mực máy in Canon LBP 2900, 3000 siêu nét	OEM	118000	290000	4.5	27	268
70944880	Ổ Cứng SSD Samsung 980 Pro M2 PCIe 4.0 - Hàng Nhập Khẩu	Samsung	1950000	2750000	4.8	24	61
416914	TP-Link  TL-WN821N - USB Wifi Chuẩn N Tốc Độ 300Mbps - Hàng Chính Hãng	TP-Link	166400	215000	4.5	284	2525
459842	Bộ Chuyển Đổi USB Wifi TP-Link Archer T2U Băng Tần Kép AC600 - Hàng Chính Hãng	TP-Link	215000	369000	4.5	15	84
12527803	USB Thu Wifi Mini 802.11 Không Anten	OEM	78000	93000	3.9	70	286
10001382	RAM Laptop Samsung 4GB DDR3L bus 1600 - Hàng Nhập Khẩu	Samsung	440000	660000	4.7	389	2000
8081443	Sạc Cho Laptop HP Chân Kim Nhỏ 19.5V - 3.33A	OEM	190000	350000	5	1	50
113252402	Màn Hình Máy Tính Full Viền 24inch 75Hz - Hàng chính hãng	Starview	2590000	3550000	5	2	5
571874	Ổ Cứng HDD Seagate BarraCuda 1TB/64MB/3.5 - ST1000DM010 - Hàng chính hãng	Seagate	910000	1150000	4.8	6	15
46757834	Đèn treo màn hình máy tính laptop hiệu Baseus - DGIWK-01 - Hàng nhập khẩu 	Baseus	429000	980000	4.7	40	89
7986170	Màn Hình Dell U2419H 24inch FullHD 8ms 60Hz IPS - Hàng Chính Hãng	Dell	5990000	5990000	4.7	33	169
576880	Màn Hình Gaming Cong Samsung LC27F390FHEXXV 27inch FullHD 4ms 60Hz FreeSync VA - Hàng Chính Hãng	Samsung	4480000	5639000	5	16	115
27609946	Ổ cứng SSD 128GB Lexar NS100 2.5-Inch SATA III_Hàng chính hãng	Lexar	560000	799000	5	1	2
91653298	Ổ cứng di động 500G - 1TB - 2TB pa ( BH 2 Năm )	OEM	1230000	1235000	4.8	4	32
15183957	USB OTG SanDisk Ultra Dual 32GB Type-C USB 3.1 DDC2 SDDDC2-032G-G46 - Hàng Chính Hãng	SanDisk	187000	290000	4.7	166	482
105838254	Laptop ASUS ZenBook UX425EA-KI429T (Core i5-1135G7/ 8GB LPDDR4X 3200MHz/ 512GB SSD M.2 PCIE G3X2/ 14 FHD IPS/ Win10) - Hàng Chính Hãng	Asus	23589000	24990000	5	2	8
458163	ASUS RT-N12+ - Bộ phát Wifi Chuẩn N Tốc Độ 300Mbp Mở rộng sóng - Hàng Chính Hãng	Asus	378300	459000	4.2	15	133
816127	USB Wi-Fi Băng Tần Kép AC650 Totolink A650UA (Đen) - Hàng Chính Hãng	TOTOLINK	234000	269000	0	0	39
76186679	Router Totolink Wi-Fi 6 băng tần kép Gigabit AX1800 - X5000R - Hàng Chính hãng	TOTOLINK	889000	1590000	4.8	24	61
16138710	Đầu bấm mạng RJ45 loại thường (Bịch 100 hạt mạng )	OEM	48500	100000	4.8	29	168
73666130	Hộp mực Canon 325 cho máy in Canon LBP 6030, 6030w, 6000, MF3010	OEM	125000	185000	4.7	36	241
455324	Ổ Cứng Di Động Seagate Expansion Portable 1TB USB 3.0 - Hàng Chính Hãng	Seagate	1290000	1580000	4.5	15	113
11407472	Bộ Phát Wifi Mesh TP-Link Deco M4 (2-pack)  Băng Tần Kép MU-MIMO AC1200 - Hàng Chính Hãng	TP-Link	2090000	3799000	4.8	12	21
24902640	Ram PC 4gb ddr3 bus 1600, ram máy tính 4gb, bộ nhớ trong dùng cho PC 	OEM	309000	1146000	4.6	15	55
17475042	CÁP MẠNG LAN BẤM SẴN 2 ĐẦU DÀI 20M	OEM	59000	65000	4.7	66	296
1685931	Thiết Bị Kích Sóng Wifi Xiaomi Pro - Đen - Hàng Nhập Khẩu	Xiaomi	231000	329000	4.6	29	93
8315046	Dây Mạng Bấm Sẵn 2 Đầu CAT5 3m (Màu ngẫu nhiên)	OEM	59000	70000	4.7	22	151
113591627	Laptop Dell Gaming G3 3500 G3500Cw (Core i7-10750H/ 2 x 8GB DDR4 2933MHz/ GTX 1650Ti 4GB GDDR6/ 256GB SSD M.2 NVMe + 1TB HDD 5400RPM/ 15.6 FHD WVA, 120Hz/ Win10) - Hàng Chính Hãng	Dell	25990000	27990000	0	0	2
23382542	Máy In Laser Trắng Đen Đa Năng HP Neverstop Laser 1200W (In/Copy/Scan/Wifi/Đen-4RY26A) - Hàng Chính Hãng	HP	4990000	5590000	0	0	0
